46	31	26	37	48	
33	38	47	42	27	
30	45	32	49	36	
39	34	43	28	41	
44	29	40	35	50	

44	31	26	37	50	
41	36	43	32	27	
30	45	40	49	38	
35	42	47	28	33	
46	29	34	39	48	

48	31	26	37	50	
41	36	49	32	27	
30	47	40	43	38	
35	42	45	28	33	
46	29	34	39	44	

46	31	26	37	44	
41	36	45	32	27	
30	47	40	43	38	
35	42	49	28	33	
48	29	34	39	50	

46	31	26	37	48	
39	36	47	32	27	
30	45	38	49	42	
35	40	43	28	33	
44	29	34	41	50	

44	31	26	37	50	
39	36	43	32	27	
30	45	38	49	42	
35	40	47	28	33	
46	29	34	41	48	

46	31	26	41	48	
37	42	47	32	27	
30	45	36	49	40	
35	38	43	28	33	
44	29	34	39	50	

48	31	26	41	50	
37	42	49	32	27	
30	47	36	43	40	
35	38	45	28	33	
46	29	34	39	44	

46	31	26	41	44	
37	42	45	32	27	
30	47	36	43	40	
35	38	49	28	33	
48	29	34	39	50	

48	31	26	39	50	
35	40	49	32	27	
30	47	34	43	38	
41	36	45	28	33	
46	29	42	37	44	

46	31	26	39	44	
35	40	45	32	27	
30	47	34	43	38	
41	36	49	28	33	
48	29	42	37	50	

46	41	26	35	48	
31	36	47	40	27	
42	45	30	49	34	
37	32	43	28	39	
44	29	38	33	50	

44	41	26	35	50	
31	36	43	40	27	
42	45	30	49	34	
37	32	47	28	39	
46	29	38	33	48	

44	39	26	33	50	
29	34	43	38	27	
40	45	28	49	32	
35	30	47	42	37	
46	41	36	31	48	

46	35	26	41	48	
27	40	47	36	31	
34	45	30	49	42	
39	28	43	32	37	
44	33	38	29	50	

44	35	26	41	50	
27	40	43	36	31	
34	45	30	49	42	
39	28	47	32	37	
46	33	38	29	48	

46	37	26	31	48	
27	42	47	38	33	
36	45	32	49	30	
41	28	43	34	39	
44	35	40	29	50	

48	37	26	31	50	
27	42	49	38	33	
36	47	32	43	30	
41	28	45	34	39	
46	35	40	29	44	

46	37	26	31	44	
27	42	45	38	33	
36	47	32	43	30	
41	28	49	34	39	
48	35	40	29	50	

46	37	26	31	48	
27	32	47	36	39	
42	45	38	49	30	
33	28	43	40	35	
44	41	34	29	50	

44	37	26	31	50	
27	32	43	36	39	
42	45	38	49	30	
33	28	47	40	35	
46	41	34	29	48	

44	37	26	31	50	
27	32	43	36	41	
38	45	40	49	30	
33	28	47	42	35	
46	39	34	29	48	

46	41	26	31	48	
27	32	47	42	37	
40	45	36	49	30	
33	28	43	38	35	
44	39	34	29	50	

48	39	26	31	50	
27	32	49	40	35	
38	47	34	43	30	
33	28	45	36	41	
46	37	42	29	44	

46	39	26	31	44	
27	32	45	40	35	
38	47	34	43	30	
33	28	49	36	41	
48	37	42	29	50	

44	33	26	39	50	
27	38	43	34	29	
32	45	28	49	40	
37	42	47	30	35	
46	31	36	41	48	

48	33	26	39	50	
27	38	49	34	29	
32	47	28	43	40	
37	42	45	30	35	
46	31	36	41	44	

46	33	26	39	44	
27	38	45	34	29	
32	47	28	43	40	
37	42	49	30	35	
48	31	36	41	50	

