69	54	65	60	75	
64	59	68	55	66	
51	70	53	74	61	
58	63	72	67	56	
71	52	57	62	73	

75	54	65	60	69	
64	59	68	55	66	
51	74	53	70	61	
58	63	72	67	56	
73	52	57	62	71	

75	54	65	60	73	
64	59	74	55	66	
51	68	53	72	61	
58	63	70	67	56	
69	52	57	62	71	

73	56	67	62	75	
66	61	74	57	54	
51	72	55	68	63	
60	65	70	53	58	
71	52	59	64	69	

75	56	67	62	73	
66	61	74	57	54	
51	68	55	72	63	
60	65	70	53	58	
69	52	59	64	71	

69	60	55	66	75	
56	65	68	61	54	
51	70	59	74	67	
64	57	72	53	62	
71	52	63	58	73	

75	60	55	66	69	
56	65	68	61	54	
51	74	59	70	67	
64	57	72	53	62	
73	52	63	58	71	

73	62	55	60	75	
56	67	74	63	54	
51	72	61	68	59	
66	57	70	53	64	
71	52	65	58	69	

75	66	55	60	73	
56	61	74	67	54	
51	68	65	72	59	
62	57	70	53	64	
69	52	63	58	71	

75	64	55	60	73	
56	61	74	65	54	
51	68	63	72	59	
62	57	70	53	66	
69	52	67	58	71	

73	64	55	60	75	
56	61	74	65	54	
51	72	63	68	59	
62	57	70	53	66	
71	52	67	58	69	

69	58	55	64	75	
56	63	68	59	54	
51	70	57	74	65	
62	67	72	53	60	
71	52	61	66	73	

75	58	55	64	69	
56	63	68	59	54	
51	74	57	70	65	
62	67	72	53	60	
73	52	61	66	71	

73	58	55	64	75	
56	63	74	59	54	
51	72	57	68	65	
62	67	70	53	60	
71	52	61	66	69	

75	52	57	62	73	
58	63	74	67	56	
51	68	53	72	61	
64	59	70	55	66	
69	54	65	60	71	

69	52	65	58	75	
66	57	68	53	64	
51	70	61	74	59	
56	67	72	63	54	
71	62	55	60	73	

75	52	65	58	69	
66	57	68	53	64	
51	74	61	70	59	
56	67	72	63	54	
73	62	55	60	71	

73	52	65	58	75	
66	57	74	53	64	
51	72	61	68	59	
56	67	70	63	54	
71	62	55	60	69	

73	52	67	58	75	
62	57	74	53	66	
51	72	63	68	59	
56	61	70	65	54	
71	64	55	60	69	

75	52	67	58	73	
62	57	74	53	66	
51	68	63	72	59	
56	61	70	65	54	
69	64	55	60	71	

69	52	63	58	75	
62	57	68	53	64	
51	70	65	74	59	
56	61	72	67	54	
71	66	55	60	73	

75	52	63	58	69	
62	57	68	53	64	
51	74	65	70	59	
56	61	72	67	54	
73	66	55	60	71	

75	52	63	58	73	
62	57	74	53	64	
51	68	65	72	59	
56	61	70	67	54	
69	66	55	60	71	

69	52	63	58	75	
64	57	68	53	62	
51	70	59	74	67	
56	65	72	61	54	
71	60	55	66	73	

75	52	63	58	69	
64	57	68	53	62	
51	74	59	70	67	
56	65	72	61	54	
73	60	55	66	71	

73	52	61	66	75	
62	67	74	53	60	
51	72	57	68	65	
56	63	70	59	54	
71	58	55	64	69	

75	52	59	64	73	
60	65	74	53	58	
51	68	55	72	63	
66	61	70	57	54	
69	56	67	62	71	

73	52	59	64	75	
60	65	74	53	58	
51	72	55	68	63	
66	61	70	57	54	
71	56	67	62	69	

